SKU,MPN,productName,price,stock
26971,METSECT5CC025,"TRANSFORMADOR DE INTENSIDAD 250/5A C/VENT 21mm",66.384000,6.0000
31342,WDA54041,"Toma C/Tierra Roda 10A 220V Blanco",0.912000,3.0000
29582,ZBVB5,"Bloque Led XB4-XB5 24VCC/CA Amarillo",14.561000,0.0000
3823,5SX1132-7,"Interruptor Termomagnético 5SX11 1x32A 3kA Curva C",9.096000,1.0000
3824,5SX1140-7,"Interruptor Termomagnético 5SX11 1x40A 3kA Curva C",10.776000,4.0000
3825,5SX1150-7,"Interruptor Termomagnético 5SX11 1x50A 3kA Curva C",11.664000,4.0000
3838,5SX1302-7,"Interruptor Termomagnético 5SX13 3x2A 3kA Curva C",29.659000,0.0000
3839,5SX1304-7,"Interruptor Termomagnético 5SX13 3x4A 3kA Curva C",31.777000,2.0000
3855,5SY6120-7,"Interruptor Termomagnético 5SY61 1x20A 6kA Curva C",14.198000,0.0000
3875,5SP4292-7,"Interruptor Termomagnético 5SP42 2x125A 10kA Curva C",196.452000,0.0000
3888,5SP4380-7,"Interruptor Termomagnético 5SP43 3x80A 10kA Curva C",257.040000,1.0000
3889,5SP4391-7,"Interruptor Termomagnético 5SP43 3x100A 10kA Curva C",266.220000,0.0000
3890,5SP4392-7,"Interruptor Termomagnético 5SP43 3x125A 10kA Curva C",272.340000,0.0000
3897,5SP4491-7,"Interruptor Termomagnético 5SP44 4x100A 10kA Curva C",356.184000,0.0000
3896,5SP4480-7,"Interruptor Termomagnético 5SP44 4x80A 10kA Curva C",341.496000,0.0000
9032,5SX1316-7,"Interruptor Termomagnético 5SX13 3x16A 3kA Curva C",21.185000,0.0000
10830,5SP4492-7,"Interruptor Termomagnético 5SP44 4x125A 10kA Curva C",410.040000,0.0000
2302,5SY4363-7,"Interruptor Termomagnético 5SY43 3x63A 10kA Curva C",153.000000,0.0000
8016,5SP4280-7,"Interruptor Termomagnético 5SP42 2x80A 10kA Curva C",163.404000,0.0000
16851,5SY4450-7,"Interruptor Termomagnético 5SY44 4x50A 10kA Curva C",231.336000,0.0000
10831,5SY4463-7,"Interruptor Termomagnético 5SY44 4x63A 10kA Curva C",231.336000,1.0000
19496,5SP4192-7,"Interruptor Termomagnético 5SP41 1x125A 10kA Curva C",91.188000,0.0000
19494,5SP4180-7,"Interruptor Termomagnético 5SP41 1x80A 10kA Curva C",73.440000,0.0000
19495,5SP4191-7,"Interruptor Termomagnético 5SP41 1x100A 10kA Curva C",76.500000,0.0000
19498,5SY4216-7,"Interruptor Termomagnético 5SY42 2x16A 10kA Curva C",51.898000,0.0000
19497,5SY4210-7,"Interruptor Termomagnético 5SY42 2x10A 10kA Curva C",51.898000,0.0000
19501,5SY4232-7,"Interruptor Termomagnético 5SY42 2x32A 10kA Curva C",67.320000,0.0000
19500,5SY4225-7,"Interruptor Termomagnético 5SY42 2x25A 10kA Curva C",51.898000,0.0000
19504,5SY4316-7,"Interruptor Termomagnético 5SY43 3x16A 10kA Curva C",73.440000,0.0000
19502,5SY4240-7,"Interruptor Termomagnético 5SY42 2x40A 10kA Curva C",97.920000,0.0000
19503,5SY4310-7,"Interruptor Termomagnético 5SY43 3x10A 10kA Curva C",73.440000,0.0000
19506,5SY4325-7,"Interruptor Termomagnético 5SY43 3x25A 10kA Curva C",73.440000,0.0000
19508,5SY4340-7,"Interruptor Termomagnético 5SY43 3x40A 10kA Curva C",136.476000,0.0000
19507,5SY4332-7,"Interruptor Termomagnético 5SY43 3x32A 10kA Curva C",105.264000,0.0000
19509,5SY4410-7,"Interruptor Termomagnético 5SY44 4x10A 10kA Curva C",107.712000,0.0000
19511,5SY4420-7,"Interruptor Termomagnético 5SY44 4x20A 10kA Curva C",107.712000,0.0000
19512,5SY4425-7,"Interruptor Termomagnético 5SY44 4x25A 10kA Curva C",107.712000,0.0000
19514,5SY4440-7,"Interruptor Termomagnético 5SY44 4x40A 10kA Curva C",191.556000,0.0000
19513,5SY4432-7,"Interruptor Termomagnético 5SY44 4x32A 10kA Curva C",156.060000,0.0000
18098,5SY4350-7,"Interruptor Termomagnético 5SY43 3x50A 10kA Curva C",136.476000,0.0000
18149,5SX2150-7,"Interruptor Termomagnético 5SX21 1x50A 6kA Curva C",10.593000,2.0000
18148,5SX2140-7,"Interruptor Termomagnético 5SX21 1x40A 6kA Curva C",11.652000,0.0000
18264,5SY6410-7,"Interruptor Termomagnético 5SY64 4x10A 6kA Curva C",72.828000,0.0000
18269,5SY6440-7,"Interruptor Termomagnético 5SY64 4x40A 6kA Curva C",95.472000,0.0000
21015,A9N18374,"Interruptor Termomagnético A9N18 4x100A 10kA Curva C",252.826000,0.0000
21104,12916,"Interruptor Termomagnético 12916 1x32A 3kA Curva C",5.808000,2.0000
21017,12584,"Interruptor Termomagnético 12584 4x6A 3kA Curva C",19.777000,0.0000
21016,A9N18372,"Interruptor Termomagnético A9N18 4x80A 10kA Curva C",239.718000,101.0000
22327,A9N11773,"Interruptor Termomagnético A9N11 1x10A 4,5kA Curva C",5.069000,0.0000
21032,12912,"Interruptor Termomagnético 12912 1x10A 3kA Curva C",5.995000,0.0000
22361,A9N18369,"Interruptor Termomagnético A9N18 3x125A 10kA Curva C",203.622000,1.0000
22359,A9N18365,"Interruptor Termomagnético A9N18 3x80A 10kA Curva C",183.590000,0.0000
22360,A9N18367,"Interruptor Termomagnético A9N18 3x100A 10kA Curva C",189.670000,13.0000
22366,A9N18469,"Interruptor Termomagnético A9N18 3x100A 15kA Curva C",240.000000,0.0000
22367,A9N18470,"Interruptor Termomagnético A9N18 3x125A 15kA Curva C",262.016000,0.0000
22365,A9N18468,"Interruptor Termomagnético A9N18 3x80A 15kA Curva C",229.338000,0.0000
22368,A9N18479,"Interruptor Termomagnético A9N18 4x80A 15kA Curva C",300.698000,0.0000
22369,A9N18480,"Interruptor Termomagnético A9N18 4x100A 15kA Curva C",313.306000,8.0000
22370,A9N18481,"Interruptor Termomagnético A9N18 4x125A 15kA Curva C",376.422000,0.0000
21818,A9F87106,"Interruptor Termomagnético A9F87 1x6A 10kA Curva C",7.373000,187.0000
23048,5SY4263-7,"Interruptor Termomagnético 5SY42 2x63A 10kA Curva C",107.712000,0.0000
25756,5SL3206-6MB,"Interruptor Termomagnético 5SL32 2x6A 4,5kA Curva B",15.523000,0.0000
25757,5SL3210-6MB,"Interruptor Termomagnético 5SL32 2x10A 4,5kA Curva B",12.751000,0.0000
25758,5SL3216-6MB,"Interruptor Termomagnético 5SL32 2x16A 4,5kA Curva B",12.751000,0.0000
25759,5SL3220-6MB,"Interruptor Termomagnético 5SL32 2x20A 4,5kA Curva B",12.751000,0.0000
25760,5SL3225-6MB,"Interruptor Termomagnético 5SL32 2x25A 4,5kA Curva B",12.751000,0.0000
25763,5SL3103-7MB,"Interruptor Termomagnético 5SL31 1x3A 4,5kA Curva C",7.711000,0.0000
25761,5SL3101-7MB,"Interruptor Termomagnético 5SL31 1x1A 4,5kA Curva C",7.711000,0.0000
25764,5SL3104-7MB,"Interruptor Termomagnético 5SL31 1x4A 4,5kA Curva C",7.711000,0.0000
25765,5SL3106-7MB,"Interruptor Termomagnético 5SL31 1x6A 4,5kA Curva C",7.711000,376.0000
25767,5SL3116-7MB,"Interruptor Termomagnético 5SL31 1x16A 4,5kA Curva C",5.796000,38.0000
25766,5SL3110-7MB,"Interruptor Termomagnético 5SL31 1x10A 4,5kA Curva C",5.796000,434.0000
25769,5SL3125-7MB,"Interruptor Termomagnético 5SL31 1x25A 4,5kA Curva C",5.796000,0.0000
25768,5SL3120-7MB,"Interruptor Termomagnético 5SL31 1x20A 4,5kA Curva C",5.796000,0.0000
25770,5SL3132-7MB,"Interruptor Termomagnético 5SL31 1x32A 4,5kA Curva C",7.711000,19.0000
25771,5SL3140-7MB,"Interruptor Termomagnético 5SL31 1x40A 4,5kA Curva C",9.173000,0.0000
25773,5SL3163-7MB,"Interruptor Termomagnético 5SL31 1x63A 4,5kA Curva C",11.340000,0.0000
25772,5SL3150-7MB,"Interruptor Termomagnético 5SL31 1x50A 4,5kA Curva C",9.929000,0.0000
25774,5SL3201-7MB,"Interruptor Termomagnético 5SL32 2x1A 4,5kA Curva C",15.322000,0.0000
25775,5SL3202-7MB,"Interruptor Termomagnético 5SL32 2x2A 4,5kA Curva C",15.322000,7.0000
25776,5SL3204-7MB,"Interruptor Termomagnético 5SL32 2x4A 4,5kA Curva C",15.322000,22.0000
25777,5SL3206-7MB,"Interruptor Termomagnético 5SL32 2x6A 4,5kA Curva C",15.322000,41.0000
25780,5SL3220-7MB,"Interruptor Termomagnético 5SL32 2x20A 4,5kA Curva C",11.642000,84.0000
25781,5SL3225-7MB,"Interruptor Termomagnético 5SL32 2x25A 4,5kA Curva C",11.642000,81.0000
25782,5SL3232-7MB,"Interruptor Termomagnético 5SL32 2x32A 4,5kA Curva C",15.322000,44.0000
25783,5SL3240-7MB,"Interruptor Termomagnético 5SL32 2x40A 4,5kA Curva C",15.322000,0.0000
25784,5SL3250-7MB,"Interruptor Termomagnético 5SL32 2x50A 4,5kA Curva C",21.118000,0.0000
25785,5SL3263-7MB,"Interruptor Termomagnético 5SL32 2x63A 4,5kA Curva C",24.444000,0.0000
25786,5SL3301-7MB,"Interruptor Termomagnético 5SL33 3x1A 4,5kA Curva C",22.831000,0.0000
25787,5SL3302-7MB,"Interruptor Termomagnético 5SL33 3x2A 4,5kA Curva C",22.831000,0.0000
25788,5SL3304-7MB,"Interruptor Termomagnético 5SL33 3x4A 4,5kA Curva C",22.831000,0.0000
25790,5SL3310-7MB,"Interruptor Termomagnético 5SL33 3x10A 4,5kA Curva C",17.791000,62.0000
25789,5SL3306-7MB,"Interruptor Termomagnético 5SL33 3x6A 4,5kA Curva C",22.831000,64.0000
25791,5SL3316-7MB,"Interruptor Termomagnético 5SL33 3x16A 4,5kA Curva C",17.791000,8.0000
25792,5SL3320-7MB,"Interruptor Termomagnético 5SL33 3x20A 4,5kA Curva C",17.791000,7.0000
25793,5SL3325-7MB,"Interruptor Termomagnético 5SL33 3x25A 4,5kA Curva C",17.791000,3.0000
25794,5SL3332-7MB,"Interruptor Termomagnético 5SL33 3x32A 4,5kA Curva C",22.831000,11.0000
25795,5SL3340-7MB,"Interruptor Termomagnético 5SL33 3x40A 4,5kA Curva C",26.460000,4.0000
25798,5SL3606-7MB,"Interruptor Termomagnético 5SL36 3x6A+N 4,5kA Curva C",42.339000,1.0000
25796,5SL3350-7MB,"Interruptor Termomagnético 5SL33 3x50A 4,5kA Curva C",30.341000,1.0000
25799,5SL3610-7MB,"Interruptor Termomagnético 5SL36 3x10A+N 4,5kA Curva C",38.217000,4.0000
25797,5SL3363-7MB,"Interruptor Termomagnético 5SL33 3x63A 4,5kA Curva C",35.280000,0.0000
25807,5SL3406-7MB,"Interruptor Termomagnético 5SL34 4x6A 4,5kA Curva C",31.752000,0.0000
25808,5SL3410-7MB,"Interruptor Termomagnético 5SL34 4x10A 4,5kA Curva C",24.696000,0.0000
25809,5SL3416-7MB,"Interruptor Termomagnético 5SL34 4x16A 4,5kA Curva C",24.696000,6.0000
25812,5SL3432-7MB,"Interruptor Termomagnético 5SL34 4x32A 4,5kA Curva C",31.752000,23.0000
25811,5SL3425-7MB,"Interruptor Termomagnético 5SL34 4x25A 4,5kA Curva C",24.696000,25.0000
25813,5SL3440-7MB,"Interruptor Termomagnético 5SL34 4x40A 4,5kA Curva C",38.506000,11.0000
25814,5SL3450-7MB,"Interruptor Termomagnético 5SL34 4x50A 4,5kA Curva C",45.864000,6.0000
25815,5SL3463-7MB,"Interruptor Termomagnético 5SL34 4x63A 4,5kA Curva C",53.424000,15.0000
25817,5SL6101-7MB,"Interruptor Termomagnético 5SL61 1x1A 6kA Curva C",30.172000,0.0000
25816,5SL6105-7MB,"Interruptor Termomagnético 5SL61 1x0,5A 6kA Curva C",30.172000,8.0000
25818,5SL6102-7MB,"Interruptor Termomagnético 5SL61 1x2A 6kA Curva C",30.172000,8.0000
25819,5SL6103-7MB,"Interruptor Termomagnético 5SL61 1x3A 6kA Curva C",30.172000,0.0000
25820,5SL6104-7MB,"Interruptor Termomagnético 5SL61 1x4A 6kA Curva C",30.172000,0.0000
25822,5SL6110-7MB,"Interruptor Termomagnético 5SL61 1x10A 6kA Curva C",15.361000,9.0000
25824,5SL6120-7MB,"Interruptor Termomagnético 5SL61 1x20A 6kA Curva C",15.361000,0.0000
25823,5SL6116-7MB,"Interruptor Termomagnético 5SL61 1x16A 6kA Curva C",15.361000,2.0000
25826,5SL6132-7MB,"Interruptor Termomagnético 5SL61 1x32A 6kA Curva C",23.256000,20.0000
25827,5SL6140-7MB,"Interruptor Termomagnético 5SL61 1x40A 6kA Curva C",23.256000,0.0000
25825,5SL6125-7MB,"Interruptor Termomagnético 5SL61 1x25A 6kA Curva C",15.361000,0.0000
25829,5SL6163-7MB,"Interruptor Termomagnético 5SL61 1x63A 6kA Curva C",38.066000,0.0000
25830,5SL6205-7MB,"Interruptor Termomagnético 5SL62 2x0,5A 6kA Curva C",77.724000,0.0000
25828,5SL6150-7MB,"Interruptor Termomagnético 5SL61 1x50A 6kA Curva C",38.066000,0.0000
25831,5SL6201-7MB,"Interruptor Termomagnético 5SL62 2x1A 6kA Curva C",77.724000,0.0000
25832,5SL6202-7MB,"Interruptor Termomagnético 5SL62 2x2A 6kA Curva C",77.724000,3.0000
25833,5SL6203-7MB,"Interruptor Termomagnético 5SL62 2x3A 6kA Curva C",77.724000,6.0000
25834,5SL6204-7MB,"Interruptor Termomagnético 5SL62 2x4A 6kA Curva C",72.216000,0.0000
25839,5SL6225-7MB,"Interruptor Termomagnético 5SL62 2x25A 6kA Curva C",29.254000,3.0000
25840,5SL6232-7MB,"Interruptor Termomagnético 5SL62 2x32A 6kA Curva C",42.656000,1.0000
25838,5SL6220-7MB,"Interruptor Termomagnético 5SL62 2x20A 6kA Curva C",29.254000,0.0000
25842,5SL6250-7MB,"Interruptor Termomagnético 5SL62 2x50A 6kA Curva C",60.466000,0.0000
25843,5SL6263-7MB,"Interruptor Termomagnético 5SL62 2x63A 6kA Curva C",67.932000,0.0000
25844,5SL6305-7MB,"Interruptor Termomagnético 5SL63 3x0,5A 6kA Curva C",112.608000,0.0000
25845,5SL6301-7MB,"Interruptor Termomagnético 5SL63 3x1A 6kA Curva C",112.608000,0.0000
25841,5SL6240-7MB,"Interruptor Termomagnético 5SL62 2x40A 6kA Curva C",43.942000,1.0000
25846,5SL6302-7MB,"Interruptor Termomagnético 5SL63 3x2A 6kA Curva C",112.608000,1.0000
25848,5SL6304-7MB,"Interruptor Termomagnético 5SL63 3x4A 6kA Curva C",112.608000,3.0000
25850,5SL6306-7MB,"Interruptor Termomagnético 5SL63 3x6A 6kA Curva C",58.752000,3.0000
25849,5SL6310-7MB,"Interruptor Termomagnético 5SL63 3x10A 6kA Curva C",52.754000,4.0000
25852,5SL6320-7MB,"Interruptor Termomagnético 5SL63 3x20A 6kA Curva C",52.754000,2.0000
25851,5SL6316-7MB,"Interruptor Termomagnético 5SL63 3x16A 6kA Curva C",52.754000,2.0000
25853,5SL6325-7MB,"Interruptor Termomagnético 5SL63 3x25A 6kA Curva C",52.754000,2.0000
25855,5SL6340-7MB,"Interruptor Termomagnético 5SL63 3x40A 6kA Curva C",66.708000,0.0000
25854,5SL6332-7MB,"Interruptor Termomagnético 5SL63 3x32A 6kA Curva C",60.466000,0.0000
25856,5SL6350-7MB,"Interruptor Termomagnético 5SL63 3x50A 6kA Curva C",81.396000,0.0000
25859,5SL6410-7MB,"Interruptor Termomagnético 5SL64 4x10A 6kA Curva C",77.724000,0.0000
25857,5SL6363-7MB,"Interruptor Termomagnético 5SL63 3x63A 6kA Curva C",94.248000,0.0000
25860,5SL6416-7MB,"Interruptor Termomagnético 5SL64 4x16A 6kA Curva C",77.724000,0.0000
25861,5SL6420-7MB,"Interruptor Termomagnético 5SL64 4x20A 6kA Curva C",77.724000,0.0000
25862,5SL6425-7MB,"Interruptor Termomagnético 5SL64 4x25A 6kA Curva C",77.724000,0.0000
25863,5SL6432-7MB,"Interruptor Termomagnético 5SL64 4x32A 6kA Curva C",81.396000,0.0000
25864,5SL6440-7MB,"Interruptor Termomagnético 5SL64 4x40A 6kA Curva C",101.592000,2.0000
25865,5SL6450-7MB,"Interruptor Termomagnético 5SL64 4x50A 6kA Curva C",149.328000,3.0000
25866,5SL6463-7MB,"Interruptor Termomagnético 5SL64 4x63A 6kA Curva C",189.108000,0.0000
26165,5SL6206-7MB,"Interruptor Termomagnético 5SL62 2x6A 6kA Curva C",36.536000,0.0000
26975,A9F86206,"Interruptor Termomagnético A9F86 2x6A 10kA Curva B",158.423000,0.0000
26606,5SY5210-7,"Interruptor Termomagnético 5SY52 2x10A 10kA 220VCC Curva C",77.724000,0.0000
26497,5SY5102-7,"Interruptor Termomagnético 5SY51 1x2A 10kA Curva C",54.407000,0.0000
26607,5SY5216-7,"Interruptor Termomagnético 5SY52 2x16A 10kA 220VCC Curva C",77.724000,0.0000
26977,A9F87210,"Interruptor Termomagnético A9F87 2x10A 10kA Curva C",29.773000,0.0000
26978,A9F87216,"Interruptor Termomagnético A9F87 2x16A 10kA Curva C",29.773000,2.0000
27499,A9F87206,"Interruptor Termomagnético A9F87 2x6A 10kA Curva C",36.941000,0.0000
27619,EZ9F34120,"Interruptor Termomagnético EZ9F3 1x20A 4,5kA Curva C",5.310000,26.0000
26979,A9F87220,"Interruptor Termomagnético A9F87 2x20A 10kA Curva C",29.773000,3.0000
27616,EZ9F34106,"Interruptor Termomagnético EZ9F3 1x6A 4,5kA Curva C",7.340000,425.0000
27618,EZ9F34116,"Interruptor Termomagnético EZ9F3 1x16A 4,5kA Curva C",5.310000,50.0000
27617,EZ9F34110,"Interruptor Termomagnético EZ9F3 1x10A 4,5kA Curva C",5.310000,357.0000
27623,EZ9F34150,"Interruptor Termomagnético EZ9F3 1x50A 4,5kA Curva C",10.821000,6.0000
27625,EZ9F34206,"Interruptor Termomagnético EZ9F3 2x6A 4,5kA Curva C",14.561000,909.0000
27624,EZ9F34163,"Interruptor Termomagnético EZ9F3 1x63A 4,5kA Curva C",10.821000,24.0000
27628,EZ9F34220,"Interruptor Termomagnético EZ9F3 2x20A 4,5kA Curva C",10.797000,1644.0000
27633,EZ9F34263,"Interruptor Termomagnético EZ9F3 2x63A 4,5kA Curva C",22.774000,53.0000
27634,EZ9F34306,"Interruptor Termomagnético EZ9F3 3x6A 4,5kA Curva C",21.806000,17.0000
27632,EZ9F34250,"Interruptor Termomagnético EZ9F3 2x50A 4,5kA Curva C",22.774000,7.0000
27635,EZ9F34310,"Interruptor Termomagnético EZ9F3 3x10A 4,5kA Curva C",16.520000,90.0000
27636,EZ9F34316,"Interruptor Termomagnético EZ9F3 3x16A 4,5kA Curva C",16.520000,69.0000
27639,EZ9F34332,"Interruptor Termomagnético EZ9F3 3x32A 4,5kA Curva C",20.461000,37.0000
27638,EZ9F34325,"Interruptor Termomagnético EZ9F3 3x25A 4,5kA Curva C",16.520000,57.0000
27640,EZ9F34340,"Interruptor Termomagnético EZ9F3 3x40A 4,5kA Curva C",20.579000,32.0000
27642,EZ9F34363,"Interruptor Termomagnético EZ9F3 3x63A 4,5kA Curva C",36.497000,12.0000
27641,EZ9F34350,"Interruptor Termomagnético EZ9F3 3x50A 4,5kA Curva C",36.497000,25.0000
27643,EZ9F34406,"Interruptor Termomagnético EZ9F3 4x6A 4,5kA Curva C",29.771000,9.0000
27644,EZ9F34410,"Interruptor Termomagnético EZ9F3 4x10A 4,5kA Curva C",23.683000,82.0000
27646,EZ9F34420,"Interruptor Termomagnético EZ9F3 4x20A 4,5kA Curva C",23.683000,36.0000
27645,EZ9F34416,"Interruptor Termomagnético EZ9F3 4x16A 4,5kA Curva C",23.683000,76.0000
27647,EZ9F34425,"Interruptor Termomagnético EZ9F3 4x25A 4,5kA Curva C",23.683000,229.0000
27649,EZ9F34440,"Interruptor Termomagnético EZ9F3 4x40A 4,5kA Curva C",29.771000,256.0000
27670,A9K24106,"Interruptor Termomagnético A9K24 1x6A 6kA Curva C",8.627000,13.0000
27651,EZ9F34463,"Interruptor Termomagnético EZ9F3 4x63A 4,5kA Curva C",49.961000,50.0000
27673,A9K24120,"Interruptor Termomagnético A9K24 1x20A 6kA Curva C",7.898000,12.0000
27671,A9K24110,"Interruptor Termomagnético A9K24 1x10A 6kA Curva C",7.834000,13.0000
27672,A9K24116,"Interruptor Termomagnético A9K24 1x16A 6kA Curva C",7.834000,12.0000
27674,A9K24125,"Interruptor Termomagnético A9K24 1x25A 6kA Curva C",7.834000,12.0000
27675,A9K24132,"Interruptor Termomagnético A9K24 1x32A 6kA Curva C",11.110000,92.0000
27678,A9K24163,"Interruptor Termomagnético A9K24 1x63A 6kA Curva C",18.317000,20.0000
27680,A9K24210,"Interruptor Termomagnético A9K24 2x10A 6kA Curva C",16.627000,71.0000
27677,A9K24150,"Interruptor Termomagnético A9K24 1x50A 6kA Curva C",18.317000,12.0000
27676,A9K24140,"Interruptor Termomagnético A9K24 1x40A 6kA Curva C",11.110000,62.0000
27679,A9K24206,"Interruptor Termomagnético A9K24 2x6A 6kA Curva C",20.160000,11.0000
27681,A9K24216,"Interruptor Termomagnético A9K24 2x16A 6kA Curva C",16.627000,43.0000
27682,A9K24220,"Interruptor Termomagnético A9K24 2x20A 6kA Curva C",16.627000,10.0000
27683,A9K24225,"Interruptor Termomagnético A9K24 2x25A 6kA Curva C",16.627000,9.0000
27684,A9K24232,"Interruptor Termomagnético A9K24 2x32A 6kA Curva C",24.499000,6.0000
27686,A9K24250,"Interruptor Termomagnético A9K24 2x50A 6kA Curva C",36.698000,12.0000
27685,A9K24240,"Interruptor Termomagnético A9K24 2x40A 6kA Curva C",24.499000,6.0000
27687,A9K24263,"Interruptor Termomagnético A9K24 2x63A 6kA Curva C",36.698000,4.0000
27688,A9K24306,"Interruptor Termomagnético A9K24 3x6A 6kA Curva C",35.814000,2.0000
27689,A9K24310,"Interruptor Termomagnético A9K24 3x10A 6kA Curva C",29.709000,29.0000
27690,A9K24316,"Interruptor Termomagnético A9K24 3x16A 6kA Curva C",29.709000,9.0000
27692,A9K24325,"Interruptor Termomagnético A9K24 3x25A 6kA Curva C",29.709000,2.0000
27693,A9K24332,"Interruptor Termomagnético A9K24 3x32A 32kA Curva C",35.814000,0.0000
27695,A9K24350,"Interruptor Termomagnético A9K24 3x50A 6kA Curva C",50.419000,3.0000
27697,A9K24406,"Interruptor Termomagnético A9K24 4x6A 6kA Curva C",46.054000,9.0000
27696,A9K24363,"Interruptor Termomagnético A9K24 3x63A 6kA Curva C",50.419000,3.0000
27694,A9K24340,"Interruptor Termomagnético A9K24 3x40A 6kA Curva C",35.814000,1.0000
27698,A9K24410,"Interruptor Termomagnético A9K24 4x10A 6kA Curva C",40.256000,2.0000
27699,A9K24416,"Interruptor Termomagnético A9K24 4x16A 6kA Curva C",40.256000,5.0000
27700,A9K24420,"Interruptor Termomagnético A9K24 4x20A 6kA Curva C",40.256000,4.0000
27701,A9K24425,"Interruptor Termomagnético A9K24 4x25A 6kA Curva C",40.256000,18.0000
27703,A9K24440,"Interruptor Termomagnético A9K24 4x40A 6kA Curva C",48.013000,39.0000
27702,A9K24432,"Interruptor Termomagnético A9K24 4x32A 6kA Curva C",48.013000,4.0000
27706,A9F73101,"Interruptor Termomagnético A9F73 1x1A 10kA Curva B",24.986000,0.0000
